mabsID	voyageID	voyage	masterID	maurymaster	vesselID	mauryvessel	mauryrig	mauryport	maurydest	mauryvol	maurypage	maurylink	mauryplaces	maurynotes	other_years
AB565	AV13177	Silas Richards : 1844-1847	AM1576	Dering	AS0625	Silas Richards	Ship	Sag Harbor, NY		391	73	https://catalog.archives.gov/id/454826547?objectPage=806			1844 1845 1846 1847
AB566	AV13237	Sophia : 1829-1830	AM4003	Rawson, Charles	AS0600	Sophia	Ship	New Bedford, MA	Tristan D Acunha	149	132	https://catalog.archives.gov/id/454797546?objectPage=755	https://catalog.archives.gov/id/454797546?objectPage=619		1829 1830
AB567	AV13269	South Boston : 1831-1832	AM4041	Read	AS2407	South Boston	Ship			99	191	https://catalog.archives.gov/id/454786670?objectPage=963	https://catalog.archives.gov/id/454786670?objectPage=773		1831 1832
AB568	AV13271	South Boston : 1833-1835	AM4041	Reed	AS2407	South Boston	Ship		Table Bay	66	1	https://catalog.archives.gov/id/454780225?objectPage=24	https://catalog.archives.gov/id/454780225?objectPage=21		1833 1834 1835
AB569	AV13272	South Boston : 1835-1837	AM0790	Butler, Peter	AS2407	South Boston	Ship		Hobart Town	30	114	https://catalog.archives.gov/id/454771610?objectPage=630	https://catalog.archives.gov/id/454771610?objectPage=515		1835 1836 1837
AB570	AV13275	South Boston : 1842-1845	AM1447	Crowell	AS2407	South Boston	Ship		Mowhee	137	1	https://catalog.archives.gov/id/454794942?objectPage=635	https://catalog.archives.gov/id/454794942?objectPage=633		1842 1843 1844 1845
AB571	AV13277	South Boston : 1848-1851	AM4609	Sowle, John M.	AS2407	South Boston	Ship	New Bedford, MA	Western Isles	72	v9	https://catalog.archives.gov/id/454781080?objectPage=694			1848 1849 1850 1851
AB572	AV13342	Splendid : 1835-1839	AM3189	Luce, J.	AS2420	Splendid	Ship	Edgartown, MA	Payta in Peru	19	1	https://catalog.archives.gov/id/454768988?objectPage=412	https://catalog.archives.gov/id/454768988?objectPage=410		1835 1836 1837 1838 1839
AB573	AV13343	Splendid : 1839-1843	AM1135	Coffin	AS2420	Splendid	Ship	Edgartown, MA	Payta	108	1	https://catalog.archives.gov/id/454788615?objectPage=595	https://catalog.archives.gov/id/454788615?objectPage=591		1839 1840 1841 1842 1843
AB574	AV13345	Splendid : 1843-1846	AM4458	Smith, Austin	AS2420	Splendid	Ship	Edgartown, MA	Maui	141	158	https://catalog.archives.gov/id/454795781?objectPage=797	https://catalog.archives.gov/id/454795781?objectPage=639		1843 1844 1845 1846
AB575	AV13337	Splendid : 1844-1848	AM1987	Fordham, Henry C.	AS2419	Splendid	Ship	Cold Spring Harbor		14	190	https://catalog.archives.gov/id/454768152?objectPage=410		1st part. sailed 2 Jul 1844	1844 1845 1846 1847 1848
AB576	AV13337	Splendid : 1844-1848	AM1987	Fordham, H. C.	AS2419	Splendid	Ship	Cold Spring Harbor		90	1	https://catalog.archives.gov/id/454784753?objectPage=793		2nd part, 'continued from vol 16'. begins 15 Oct 1846	1844 1845 1846 1847 1848
AB577	AV13372	St. Lawrence : 1844-1848	AM0253	Baker, E. M.	AS2426	St. Lawrence	Ship	Sag Harbor, NY		392	62	https://catalog.archives.gov/id/454827471?objectPage=82			1844 1845 1846 1847 1848
AB578	AV13374	St. Peter : 1839-1842	AM3507	Mosher	AS0608	St. Peter	Ship		Rottenest Island	30	157	https://catalog.archives.gov/id/454771610?objectPage=673	https://catalog.archives.gov/id/454771610?objectPage=515		1839 1840 1841 1842
AB579	AV13419	Stanton : 1833-1836	AM0970	Church	AS2428	Stanton	Ship		Callao	71	76	https://catalog.archives.gov/id/454781080?objectPage=461	https://catalog.archives.gov/id/454781080?objectPage=384		1833 1834 1835 1836
AB580	AV13441	Statira : 1843-1845	AM0022	Adams, Joseph S.	AS0613	Statira	Ship	New Bedford, MA		15	178	https://catalog.archives.gov/id/454768152?objectPage=611	https://catalog.archives.gov/id/454768152?objectPage=430		1843 1844 1845
AB581	AV13443	Statira : 1845-1848	AM0022	Adams, Joseph S.	AS0613	Statira	Ship	New Bedford, MA	Pacific Ocean	138	96	https://catalog.archives.gov/id/454795781?objectPage=315		Same voyage as vol 109, page 168	1845 1846 1847 1848
AB582	AV13443	Statira : 1845-1848	AM0022	Adams, J. C.	AS0613	Statira	Ship		Owhyhee	109	168	https://catalog.archives.gov/id/454789411?objectPage=185	https://catalog.archives.gov/id/454789411?objectPage=17	Same voyage as vol 138, page 96	1845 1846 1847 1848
AB583	AV13444	Statira : 1848-1853	AM1321	Coon, James	AS0613	Statira	Bark	New Bedford, MA	Pacific Ocean	29	v8	https://catalog.archives.gov/id/454771610?objectPage=284			1848 1849 1850 1851 1852 1853
AB584	AV13479	Stonington : 1831-1832	AM3864	Pierson, P.	AS2437	Stonington	Ship	New London, CT		159	49	https://catalog.archives.gov/id/454800028?objectPage=267			1831 1832
AB585	AV13480	Stonington : 1832-1833	AM3864	Pierson, P.	AS2437	Stonington	Ship	New London, CT		159	58	https://catalog.archives.gov/id/454800028?objectPage=276			1832 1833
AB586	AV13488	Stonington : 1843-1847	AM2390	Hamley, G. W.	AS2437	Stonington	Ship	New London, CT		59	38	https://catalog.archives.gov/id/454778531?objectPage=265		Duplicate of vol.59 p.15	1843 1844 1845 1846 1847
AB587	AV13488	Stonington : 1843-1847	AM2390	Hamley, G. W.	AS2437	Stonington	Ship	New London, CT		59	15	https://catalog.archives.gov/id/454778531?objectPage=241		Duplicate of vol.59 p.38	1843 1844 1845 1846 1847
AB588	AV13566	Superior : 1845-1847	AM3510	Mulford, W.	AS0616	Superior	Bark	Sag Harbor, NY		144	87	https://catalog.archives.gov/id/454796624?objectPage=486			1845 1846 1847
AB589	AV13567	Superior : 1847-1849	AM4167	Roys, Thos. W.	AS0616	Superior	Bark	Sag Harbor, NY		16	113	https://catalog.archives.gov/id/454768152?objectPage=748			1847 1848 1849
AB590	AV13590	Susan : 1845-1848	AM3282	Manchester, George B.	AS0611	Susan	Ship		St. Augustines Bay	43	39	https://catalog.archives.gov/id/454774255?objectPage=597	https://catalog.archives.gov/id/454774255?objectPage=556		1845 1846 1847 1848
AB591	AV13667	Swift : 1845-1849	AM2861	Jenkins	AS0599	Swift	Ship		Talcahuano	58	44	https://catalog.archives.gov/id/454778531?objectPage=61	https://catalog.archives.gov/id/454778531?objectPage=16		1845 1846 1847 1848 1849
AB592	AV13749	Tenedos : 1840-1842	AM0947	Chester, Josiah	AS2481	Tenedos	Bark	New London, CT		90	88	https://catalog.archives.gov/id/454784753?objectPage=881			1840 1841 1842
AB593	AV13772	Thames : 1832-1834	AM2292	Green, B. R.	AS2482	Thames	Ship	Sag Harbor, NY		68	71	https://catalog.archives.gov/id/454780225?objectPage=494		sailed 2 Nov 1832. returned 7 Mar 1834	1832 1833 1834
AB594	AV13773	Thames : 1834-1835	AM2292	Green, Barney R.	AS2482	Thames	Ship	Sag Harbor, NY		68	86	https://catalog.archives.gov/id/454780225?objectPage=509		sailed 6 Jun 1834. returned 22 May 1835	1834 1835
AB595	AV13774	Thames : 1835-1836	AM2292	Green, B. R.	AS2482	Thames	Ship	Sag Harbor, NY		68	98	https://catalog.archives.gov/id/454780225?objectPage=521		sailed 12 Jul 1835. returned 17 May 1836	1835 1836
AB596	AV13779	Thames II : 1843-1846	AM0467	Bishop, J. R.	AS2483	Thames II	Ship	Sag Harbor, NY		63	116	https://catalog.archives.gov/id/454779349?objectPage=383			1843 1844 1845 1846
AB597	AV13803	Thomas Dickason : 1837-1839	AM2521	Havens, W. S.	AS0657	Thomas Dickason	Ship	Sag Harbor, NY	South Atlantic	389	178	https://catalog.archives.gov/id/454826547?objectPage=545		Part 1 of 2	1837 1838 1839
AB598	AV13803	Thomas Dickason : 1837-1839	AM2521	Havens, W. S.	AS0657	Thomas Dickason	Ship	Sag Harbor, NY		16	1	https://catalog.archives.gov/id/454768152?objectPage=222		Part 2 of 2	1837 1838 1839
AB599	AV13804	Thomas Dickason : 1839-1841	AM2521	Havens, W. S.	AS0657	Thomas Dickason	Ship	Sag Harbor, NY		16	3	https://catalog.archives.gov/id/454768152?objectPage=224			1839 1840 1841
AB600	AV13805	Thomas Dickason : 1841-1844	AM2521	Havens, W. S.	AS0657	Thomas Dickason	Ship	Sag Harbor, NY		14		https://catalog.archives.gov/id/454768152?objectPage=241			1841 1842 1843 1844
AB601	AV13904	Thorn : 1832-1833	AM2521	Havens, W. S.	AS2496	Thorn	Ship	Sag Harbor, NY		389	117	https://catalog.archives.gov/id/454826547?objectPage=483			1832 1833
AB602	AV13905	Thorn : 1833-1834	AM2521	Havens, W. S.	AS2496	Thorn	Ship	Sag Harbor, NY		389	130	https://catalog.archives.gov/id/454826547?objectPage=496			1833 1834
AB603	AV13906	Thorn : 1834-1835	AM2521	Havens, W. S.	AS2496	Thorn		Sag Harbor, NY		389	141	https://catalog.archives.gov/id/454826547?objectPage=508			1834 1835
AB604	AV13907	Thorn : 1835-1836	AM2521	Havens, W. S.	AS2496	Thorn	Ship	Sag Harbor, NY		389	155	https://catalog.archives.gov/id/454826547?objectPage=522			1835 1836
AB605	AV13908	Thorn : 1836-1837	AM2521	Havens, W. S.	AS2496	Thorn	Ship	Sag Harbor, NY	S. Atlantic	389	167	https://catalog.archives.gov/id/454826547?objectPage=534			1836 1837
AB606	AV13975	Timoleon : 1819-1820	AM3996	Randall, Geo.	AS0649	Timoleon	Ship	New Bedford, MA	Coast Brasil	410	102	https://catalog.archives.gov/id/454828811?objectPage=271	https://catalog.archives.gov/id/454828811?objectPage=220		1819 1820
AB607	AV13987	Timoleon : 1839-1843	AM0409	Baylies, John A.	AS0649	Timoleon	Ship		Callao	15	34	https://catalog.archives.gov/id/454768152?objectPage=466	https://catalog.archives.gov/id/454768152?objectPage=429		1839 1840 1841 1842 1843
AB608	AV13988	Timoleon : 1843-1845	AM3904	Plaskett	AS0649	Timoleon	Ship		Otahei'te	20	53	https://catalog.archives.gov/id/454768988?objectPage=664	https://catalog.archives.gov/id/454768988?objectPage=610		1843 1844 1845
AB609	AV13990	Timor : 1840-1842	AM1721	Eldridge, Atkins	AS2502	Timor	Ship	Boston, MA	Indian Ocean	14	177	https://catalog.archives.gov/id/454768152?objectPage=380			1840 1841 1842
AB610	AV13994	Timor : 1842-1844	AM1721	Eldridge, Atkins	AS2502	Timor	Ship	Sag Harbor, NY		14		https://catalog.archives.gov/id/454768152?objectPage=397			1842 1843 1844
AB611	AV14013	Trescott : 1845-1848	AM3270	Mallory, A.	AS2505	Trescott	Ship	Mystic, CT		55	90	https://catalog.archives.gov/id/454777668?objectPage=348			1845 1846 1847 1848
AB612	AV14119	Triton : 1845-1848	AM2915	Golls, J.	AS2513	Triton	Ship	Warren, RI		36	141	https://catalog.archives.gov/id/454773400?objectPage=157		partial. returned 17 May 1848	1845 1846 1847 1848
AB613	AV14168	Tuscarora : 1845-1848	AM1593	Doane, Elisha	AS2518	Tuscarora	Ship	Sag Harbor, NY		104	59	https://catalog.archives.gov/id/454787638?objectPage=834			1845 1846 1847 1848
AB614	AV14192	Two Brothers : 1834-1835	AM3771	Pease	AS0648	Two Brothers	Ship	New Bedford, MA	South Atlantic Ocean	404	22	https://catalog.archives.gov/id/454828273?objectPage=34			1834 1835
AB615	AV14196	Two Brothers : 1840-1841	AM4356	Shockley	AS0648	Two Brothers	Ship	New Bedford, MA	Otago Bay, New Zealand	108	83	https://catalog.archives.gov/id/454788615?objectPage=677	https://catalog.archives.gov/id/454788615?objectPage=593		1840 1841
AB616	AV14199	Two Brothers : 1847-1851	AM2875	Jenney	AS0648	Two Brothers	Ship			150	157	https://catalog.archives.gov/id/454798368?objectPage=178	https://catalog.archives.gov/id/454798368?objectPage=18	 	1847 1848 1849 1850 1851
AB617	AV14209	Tybee : 1843-1846		Dickins	AS2521	Tybee	Ship	Stonington, CT		39	17	https://catalog.archives.gov/id/454773400?objectPage=438			1843 1844 1845 1846
AB618	AV14234	Uncas : 1843-1846		Howland	AS0665	Uncas	Ship		Lahina	132	180	https://catalog.archives.gov/id/454794004?objectPage=705	https://catalog.archives.gov/id/454794004?objectPage=524		1843 1844 1845 1846
AB619	AV14236	Uncas : 1849-1851	AM1713	Edwards	AS0665	Uncas	Ship		Guam	57	174	https://catalog.archives.gov/id/454777668?objectPage=839	https://catalog.archives.gov/id/454777668?objectPage=665		1849 1850 1851
AB620	AV15049	Uxor : 1838-1839	AM0170	Ash, B. F.	AS2544	Uxor	Brig	Stonington, CT		56	155	https://catalog.archives.gov/id/454777668?objectPage=614		Sealing voyage	1838 1839
AB621	AV15154	Victory : 1826-1829	AM0865	Cathcart, Obed	AS0668	Victory	Ship		Mowee	151	105	https://catalog.archives.gov/id/454798368?objectPage=343	https://catalog.archives.gov/id/454798368?objectPage=238		1826 1827 1828 1829
AB622	AV15157	Victory : 1832-1835	AM3373	Mayhew, M.	AS0668	Victory	Ship			99	59	https://catalog.archives.gov/id/454786670?objectPage=832	https://catalog.archives.gov/id/454786670?objectPage=772		1832 1833 1834 1835
AB623	AV15173	Vineyard : 1844-1847	AM1135	Coffin	AS2564	Vineyard	Ship	Edgartown, MA	Maui	108	39	https://catalog.archives.gov/id/454788615?objectPage=633	https://catalog.archives.gov/id/454788615?objectPage=591		1844 1845 1846 1847
AB624	AV15195	Virginia : 1843-1847	AM0917	Chase	AS0669	Virginia	Ship	New Bedford, MA	Pacific Ocean	404	294	https://catalog.archives.gov/id/454828273?objectPage=177			1843 1844 1845 1846 1847
AB625	AV15237	Wabash : 1831-1832	AM4278	Sayre, E.	AS2572	Wabash	Ship	New London, CT		68	149	https://catalog.archives.gov/id/454780225?objectPage=572			1831 1832
AB626	AV15378	Washington : 1828-1832	AM4765	Swain	AS2593	Washington	Ship		Mowee	101	41	https://catalog.archives.gov/id/454787638?objectPage=181	https://catalog.archives.gov/id/454787638?objectPage=140		1828 1829 1830 1831 1832
AB627	AV15388	Washington : 1842-1844	AM1154	Coffin	AS0686	Washington	Ship		Augustine Bay	137	99	https://catalog.archives.gov/id/454794942?objectPage=735	https://catalog.archives.gov/id/454794942?objectPage=634		1842 1843 1844
AB628	AV15383	Washington : 1843-1847	AM0237	Bailey, Stephen	AS2593	Washington	Ship	Nantucket, MA		43	1	https://catalog.archives.gov/id/454774255?objectPage=559	https://catalog.archives.gov/id/454774255?objectPage=556		1843 1844 1845 1846 1847
AB629	AV15464	Waverly : 1838-1842	AM3516	Munroe, Wm.	AS0688	Waverly	Ship	New Bedford, MA	Pacific Ocean	426, part 4	170	https://catalog.archives.gov/id/454830299?objectPage=355		sailed 7 Dec 1838	1838 1839 1840 1841 1842
AB630	AV15466	Waverly : 1846-1849	AM1452	Crowell	AS0688	Waverly	Ship			66	81	https://catalog.archives.gov/id/454780225?objectPage=104	https://catalog.archives.gov/id/454780225?objectPage=22		1846 1847 1848 1849
AB631	AV15481	Weymouth : 1821-1824	AM0878	Chadwick	AS2599	Weymouth	Ship			98	162	https://catalog.archives.gov/id/454786670?objectPage=731	https://catalog.archives.gov/id/454786670?objectPage=571		1821 1822 1823 1824
AB632	AV15570	William and Eliza : 1844-1848	AM5320	Whitfield	AS0680	William and Eliza	Ship	New Bedford, MA	Pacific Ocean	409	132	https://catalog.archives.gov/id/454828811?objectPage=180	https://catalog.archives.gov/id/454828811?objectPage=111	sailed 6 Oct 1844	1844 1845 1846 1847 1848
AB633	AV15597	William Baker : 1834-1836			AS2610	William Baker	Ship	Warren, RI		36	102	https://catalog.archives.gov/id/454773400?objectPage=118		sailed 16 Sep 1834. returned 8 Mar 1836	1834 1835 1836
AB634	AV15599	William Baker : 1838-1839			AS2610	William Baker	Ship	Warren, RI		36	117	https://catalog.archives.gov/id/454773400?objectPage=133		sailed 12 July 1838. returned 18 Apr 1839	1838 1839
AB635	AV15601	William Baker : 1841-1843	AM2194	Gifford, Elihu	AS2610	William Baker	Ship	Warren, RI		36	123	https://catalog.archives.gov/id/454773400?objectPage=139		same voyage as vol.405 p.116	1841 1842 1843
AB636	AV15601	William Baker : 1841-1843	AM2194	Gifford, E.	AS2610	William Baker	Ship	Warren, RI	Atlantic & indian Oceans	405	116	https://catalog.archives.gov/id/454828273?objectPage=273	https://catalog.archives.gov/id/454828273?objectPage=213	sailed 25 Aug 1841. same voyage as vol.36 p.123	1841 1842 1843
AB637	AV15650	William Hamilton : 1838-1842	AM4824	Swain	AS0687	William Hamilton	Ship		New Zealand	19	106	https://catalog.archives.gov/id/454768988?objectPage=517	https://catalog.archives.gov/id/454768988?objectPage=411		1838 1839 1840 1841 1842
AB638	AV15651	William Hamilton : 1842-1845	AM1235	Cole, John	AS0687	William Hamilton	Ship	New Bedford, MA	Hobart Town	154	29	https://catalog.archives.gov/id/454799208?objectPage=48	https://catalog.archives.gov/id/454799208?objectPage=17		1842 1843 1844 1845
AB639	AV15652	William Hamilton : 1845-1848	AM1884	Fisher, Lorenzo	AS0687	William Hamilton	Ship	New Bedford, MA	Indian & Pacific Oceans	139	114	https://catalog.archives.gov/id/454795781?objectPage=332	https://catalog.archives.gov/id/454795781?objectPage=218	sailed 10 Jul 1845	1845 1846 1847 1848
AB640	AV15721	William Tell : 1843-1846			AS2622	William Tell	Ship	Sag Harbor, NY		53	113	https://catalog.archives.gov/id/454776880?objectPage=703		sailed 5 Oct 1843. returned 20 July 1846	1843 1844 1845 1846
AB641	AV15722	William Tell : 1846-1848	AM2241	Glover, B.	AS2622	William Tell	Ship	Sag Harbor, NY		53	142	https://catalog.archives.gov/id/454776880?objectPage=732			1846 1847 1848
AB642	AV15795	Wilmington and Liverpool Packet : 1830-1833	AM0382	Bassett, J.	AS0681	Wilmington and Liverpool Packet	Ship		Paita	28	142	https://catalog.archives.gov/id/454771610?objectPage=161	https://catalog.archives.gov/id/454771610?objectPage=18		1830 1831 1832 1833
AB643	AV15818	Winslow : 1830-1833	AM1130	Coffin, E. G.	AS0676	Winslow	Bark		Paita	64	1	https://catalog.archives.gov/id/454779349?objectPage=469	https://catalog.archives.gov/id/454779349?objectPage=467		1830 1831 1832 1833
AB644	AV15819	Winslow : 1833-1837		Winslow, B. K.	AS0676	Winslow	Bark		Payta	64	189	https://catalog.archives.gov/id/454779349?objectPage=657	https://catalog.archives.gov/id/454779349?objectPage=468		1833 1834 1835 1836 1837
AB645	AV15860	Young Eagle : 1832-1835	AM1246	Coleman	AS2644	Young Eagle				66	47	https://catalog.archives.gov/id/454780225?objectPage=70	https://catalog.archives.gov/id/454780225?objectPage=22		1832 1833 1834 1835
AB646	AV15864	Young Eagle : 1843-1847	AM3035	Lothrop	AS2644	Young Eagle	Ship		Mowee	123	32	https://catalog.archives.gov/id/454792177?objectPage=270	https://catalog.archives.gov/id/454792177?objectPage=237		1843 1844 1845 1846 1847
AB647	AV15868	Young Hero : 1842-1846	AM0619	Brock, P. C.	AS2645	Young Hero	Ship		Tombez	58	1	https://catalog.archives.gov/id/454778531?objectPage=18	https://catalog.archives.gov/id/454778531?objectPage=16		1842 1843 1844 1845 1846
AB648	AV15874	Young Phenix : 1830-1833	AM0865	Cathcart	AS0698	Young Phenix	Ship		Payta	151	134	https://catalog.archives.gov/id/454798368?objectPage=372	https://catalog.archives.gov/id/454798368?objectPage=238		1830 1831 1832 1833
AB649	AV15875	Young Phenix : 1833-1836	AM0382	Bassett, J.	AS0698	Young Phenix	Ship		Talcahuano	22	153	https://catalog.archives.gov/id/454769793?objectPage=381	https://catalog.archives.gov/id/454769793?objectPage=226		1833 1834 1835 1836
AB650	AV15876	Young Phenix : 1836-1840	AM4319	Shearman	AS0698	Young Phenix	Ship		Pacific Ocean	31	64	https://catalog.archives.gov/id/454771610?objectPage=777	https://catalog.archives.gov/id/454771610?objectPage=714		1836 1837 1838 1839 1840
AB651	AV15909	Zephyr : 1839-1843	AM2078	Gardner, A.	AS0699	Zephyr	Ship	New Bedford, MA	Pacific	405	35	https://catalog.archives.gov/id/454828273?objectPage=232	https://catalog.archives.gov/id/454828273?objectPage=212	sailed 29 Jun 1839	1839 1840 1841 1842 1843
